Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2024-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Cyprus,CYP,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,30.21400575,25.88200156,23.34436206,23.74333745,22.50079365,24.51006136,25.72945141,26.7528542,30.54279868,26.65619705,27.20010641,25.26953632,27.37332961,27.70279005,27.4752965,50.40163665,51.9479482,50.69858638,50.18478707,50.97395482,46.70536396,48.68749225,51.03295343,54.5445715,53.63586113,54.30604693,55.66888255,58.11269581,63.57929873,61.12223098,63.21763985,62.30301359,60.97039877,62.36938826,39.02547579,38.97153541,40.09653504,41.24619935,42.33122802,48.83943355,39.23444032,35.96072456,34.81457818,38.63410057,36.79638717,42.09284956,40.03015931,36.80178565,
Czechia,CZE,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.99459616,30.48328145,47.26493542,37.50592454,35.08293151,35.96264346,34.81375581,33.58838766,36.68308567,37.00920333,38.28508507,34.63531357,33.47862385,32.60282632,32.35668668,32.08026001,35.04036092,34.98733993,34.9337805,36.60888275,34.7340248,34.47120715,33.25829802,32.83553682,31.80739082,32.21079253,32.5785833,38.42830021,38.04628697,35.77803606,
Germany,DEU,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,20.16854346,20.58586749,22.19400995,24.48216321,24.64185655,24.71725144,24.70659432,24.25252817,25.3845443,26.17084344,26.41210388,25.99277473,26.19675689,25.76557725,25.34536591,25.7569388,25.54575207,24.55732629,24.68568704,31.08563501,31.30671069,31.80645272,31.89363505,38.3255129,32.45079058,31.89271601,31.70222694,31.62235127,31.31322039,30.73936498,31.17791567,31.57562275,30.39067058,30.49455712,29.19201872,28.00208037,28.27252414,31.04606805,31.36671346,28.87498329,28.49386772,28.54600103,28.05218229,27.98818973,27.90292018,28.0782392,27.92212037,28.38738555,32.59444786,33.25453012,32.08018964,
Djibouti,DJI,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominica,DMA,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,29.07857252,26.8115542,30.16985776,31.02452972,29.9757364,30.45150692,31.36830331,32.87008433,35.97945705,38.04910391,39.15182149,39.65946177,39.16264122,37.47827868,35.13599518,34.989629,36.51272038,36.83722936,37.00395688,36.59039198,37.57569567,40.2883842,40.70759135,42.32420495,40.99028407,39.32941638,38.97561968,38.1758421,36.79341075,36.62547558,36.63848935,37.08143659,36.81213189,34.89984392,33.22874771,36.06675082,36.76098033,41.94240592,42.2686056,42.38630471,43.52369493,41.41376955,40.91077743,40.44420085,38.38361541,37.02215267,36.80224648,35.95319075,39.66488351,37.15936053,32.6825352,
Dominican Republic,DOM,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,11.36157794,10.67468441,11.27251598,9.36319182,10.39099076,,10.84614735,14.83596421,13.80060048,12.65126367,10.99136367,11.36802377,9.981887183,10.70386835,11.26727294,8.47854809,9.451302111,8.487014366,6.896087863,5.560820698,7.017847104,8.555098025,7.976808081,7.717481484,8.0824541,10.23908933,10.19554461,10.74574559,10.98758552,12.16971088,12.41007011,10.71209259,13.33171985,13.59536723,13.75977724,13.58623375,15.3966764,15.09453446,14.20876704,14.01591429,15.83492098,15.45333876,15.64190471,15.20549755,16.14900374,16.01948164,15.70455214,15.86404817,21.39755982,17.80612535,17.67902337,
Algeria,DZA,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Early-demographic dividend,EAR,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.93000644,16.10620454,16.90690423,16.82592439,16.46564772,16.37272934,16.95716652,17.68699299,16.64149418,,,,,,,,,,,21.39374546,21.02706254,20.26659235,20.84170361,21.17945552,21.29709595,21.42615146,20.94048296,20.8985226,21.1855907,,,,,
East Asia & Pacific,EAS,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),ECA,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.62250978,21.12546556,,,,,,,,,,30.6199586,34.98557218,30.53893991,27.41845495,27.52104192,27.15344924,27.85984979,27.22134899,28.14421438,29.06051704,29.31700606,30.83815739,31.40178176,29.00719901,32.18466517,
Europe & Central Asia,ECS,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,23.45736701,24.28819372,25.74147679,28.29911351,28.51314832,28.74002842,29.63171942,30.1312196,31.23792022,31.71356642,33.57151765,32.59898071,32.66373773,33.48110632,34.456245,34.37643713,33.0862339,32.57118746,32.47363927,34.70920321,36.27541972,37.34865537,35.95660875,37.71040935,38.46308085,37.2620043,35.1112033,35.00367088,34.44963328,34.6000162,35.13717353,35.56484201,34.91039537,35.01970044,34.55995618,34.45354675,34.97655729,38.71769329,38.22789635,36.41024194,36.86695222,36.42529765,36.24076395,35.98538593,35.67426058,35.37463026,35.0406607,35.08838053,41.15298236,39.13910356,38.01861885,
Ecuador,ECU,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.53097747,33.32687967,34.07585382,35.05495721,31.51926797,33.72504461,33.1468968,34.03967577,31.85009214,30.31834663,
"Egypt, Arab Rep.",EGY,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,50.76696943,43.74608478,42.43657048,37.44191283,38.947552,,42.82478771,46.36622729,37.80451128,37.95253165,35.81233244,35.20181406,30.14951456,32.15097403,27.22857143,24.11377871,27.31288889,34.94392523,31.48453608,31,28.125,26.94812554,24.23204212,,,,,27.24835049,27.33245509,26.89037709,27.38885794,32.76367169,29.33523093,30.31820436,30.07712531,28.86025195,29.1899278,28.68949663,32.20173081,32.92062911,30.23036949,,,,,,,,
Euro area,EMU,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,22.98658371,24.48755735,25.62786748,28.32435149,28.39573619,28.85616523,30.00794383,30.53685496,31.80827385,31.78243245,33.08726975,33.25438233,33.43803341,33.68108341,35.5003943,35.84631014,34.52329142,33.97730085,34.18590238,36.69536137,38.05548599,39.30974549,38.73821695,43.98494368,41.40829165,40.53711394,39.12582209,38.84604551,37.95747061,37.90875948,38.15184206,38.50673134,37.80194997,37.91375305,37.33368939,36.59072347,37.37244148,40.68467985,41.15655128,39.47247787,39.63430406,39.52436651,39.06824822,38.37654641,37.92563561,37.52461688,37.18876817,37.11100953,43.07697991,42.13754257,40.6182908,
Eritrea,ERI,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,15.99692365,16.19310363,16.39712112,17.28904207,17.59078681,19.18249734,20.95135381,22.52690785,23.0909079,23.46144372,26.27673105,26.92768945,27.61566051,29.62206949,29.52400189,29.5659643,29.10077262,29.40074905,29.33258193,30.15529737,31.71099242,34.63085468,33.76510936,,,,,,,,,,,,,,,,,,38.49999612,35.75871701,34.78948449,33.19503345,32.68112561,31.83927287,32.25768134,32.32627841,41.0545929,39.02519042,36.28523066,
Estonia,EST,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.383206763,,,,37.16053533,35.93507556,33.7743128,35.58914923,37.0656562,33.35577468,31.31785302,30.75072419,30.74415633,30.61020251,30.01868068,29.60513467,29.22750064,34.29581208,40.74340978,37.87911936,34.71014656,34.11848243,34.22544512,33.88628999,36.15466589,36.29406228,35.05175505,35.62524024,35.90316332,41.13309148,38.10424767,35.61425813,
Ethiopia,ETH,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.6936822,12.95194918,11.11700049,10.21225683,12.13653238,11.57650735,10.82538709,12.09377416,15.61431026,17.7171207,,14.51271891,17.24556187,15.76337329,16.16704923,14.8516589,9.515827033,7.693193532,12.87806064,12.15311671,12.50319755,10.58393132,8.466379845,10.21191395,9.552433677,10.37763701,10.08929654,11.23250356,10.81747539,9.705413377,8.412269292,8.417420731,7.422450123,
European Union,EUU,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,24.48118265,25.68497198,28.22818071,28.36039549,28.93736148,30.12659141,30.72868515,32.00166253,32.56875483,33.64488797,33.82187681,33.91098148,34.3507172,35.84427859,36.04908732,34.75663294,34.30073949,34.50972322,36.77454272,38.25552961,39.41590045,38.71653668,43.63089169,41.33625592,40.16745045,38.93160269,38.63046607,37.70003118,37.67913148,37.90115803,38.27126328,37.45282527,37.45316442,36.85493149,36.22131544,36.95113396,40.13323319,40.4918381,38.94402517,39.19265553,39.10394962,38.65161526,37.93933062,37.49592646,37.0526978,36.72289686,36.66206164,42.4689719,41.37185481,39.84109525,
Fragile and conflict affected situations,FCS,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,20.65810537,19.87229026,21.08914511,24.70976536,25.38379186,26.18294756,26.16796448,25.99392812,25.37485432,25.82354251,27.05199632,28.08321354,27.00382058,27.81273019,28.24960527,28.72179664,27.60261062,26.88018678,28.15533084,34.43343882,39.12647649,41.90314236,40.4307844,48.62961572,44.90463642,40.3196549,37.55001079,36.49894418,33.90671494,33.25635423,34.31906038,34.89578185,34.59416218,34.68458348,34.27936864,32.64037376,33.37039611,38.22346449,38.38303843,37.88321094,38.89731741,40.0898586,40.55254547,40.42434421,39.58431026,37.89731375,37.40865751,37.01856932,41.25013653,39.87728593,37.95514911,
Fiji,FJI,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.95656566,23.57884427,24.20067732,27.57661051,26.97616999,26.76350644,26.96973755,,,,,,,,25.10004048,24.71111111,26.52943656,23.13035698,21.44220738,23.87927915,23.83504581,22.24362075,22.99444917,24.3834618,25.48091469,26.32301016,25.32754917,25.37029328,28.02558672,26.95987817,30.50380023,34.55921804,,
France,FRA,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,30.00523833,29.34406833,31.09881895,33.56934133,33.76546763,34.13130403,35.09315015,35.49652916,36.464663,38.87265351,39.9314657,40.66950717,41.06892821,41.34915187,40.77179718,40.60925317,39.72614947,38.79104407,38.94913176,40.18927014,41.53388307,43.74644053,43.90251365,47.09992013,47.1372999,47.38235519,45.58652959,45.3891466,44.13290004,44.37432454,45.35154982,45.63565071,45.01597987,45.14135075,44.70433206,44.19515958,44.68268202,48.02100575,49.32403627,47.5857458,48.07192393,48.1193696,48.28941768,47.99197792,47.88192625,47.70799071,46.77320669,46.3024612,51.92013485,49.9082817,49.00208102,
Faroe Islands,FRO,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.21528253,16.65586764,16.77572135,15.68133893,17.44399535,18.19616323,18.10030369,20.65268996,22.66102185,22.63898411,22.05209826,23.70593781,23.48261006,,,
Gabon,GAB,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.27961828,16.33078188,15.25324533,17.18518723,17.08549952,15.66749478,13.69763627,13.54186761,16.47507291,13.51469671,,
United Kingdom,GBR,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,29.51185823,28.83807924,33.25357495,36.48900928,36.44495944,34.52816677,34.4890188,33.97992214,35.55987939,37.484438,37.67154884,36.88161956,36.8195627,35.93275821,34.97785826,33.13741186,30.97244128,29.65462338,32.58304327,34.78407818,37.64062663,37.36898326,37.07977499,37.25666054,36.12753065,34.49016945,34.02249973,33.68432051,34.11286103,34.40947183,35.76901545,36.97182147,37.43317327,37.87062582,38.13909695,38.43407869,41.23945783,43.80211286,44.15036371,42.70289127,43.32920001,40.20010543,39.405234,38.43823818,37.25026297,37.09900014,37.52476416,36.68800284,47.96163833,43.71836526,41.79477019,
Georgia,GEO,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.20111434,17.43052863,20.07727941,17.11037216,17.0427082,15.07835383,16.05933473,15.41174893,14.58063311,19.75306129,21.75218787,23.42729099,26.13070649,29.53567253,31.31324363,25.05711319,23.13996705,24.27286088,24.60189443,26.23731164,27.68756513,28.67480097,26.86211901,23.71754749,24.36351205,29.00901806,27.20440024,24.93645347,
Ghana,GHA,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.71164176,20.02902665,22.02037568,23.47931102,22.74578899,15.28834668,17.86514415,20.54609475,18.02795239,20.15750429,21.14092605,26.88391785,19.28113478,18.20350861,17.36429965,18.28958536,17.35524031,17.60184752,17.51094509,21.88355441,20.75087487,22.67899295,
Gibraltar,GIB,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.632566398,7.897030089,7.747605671,6.469526769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gambia, The",GMB,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.16006953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,GNB,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.59802934,,14.18506017,,,,
Equatorial Guinea,GNQ,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.686132314,3.426024797,4.158938828,4.865684064,5.623251039,4.973676679,7.133814883,8.042606114,7.092118114,9.943302762,10.2457381,9.902142683,10.32139292,11.41039614,12.25352792,10.35788675,11.20978627,
Greece,GRC,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,16.09428041,15.80969035,18.19953431,17.9048159,19.36354275,20.30911568,20.15286505,19.97638399,21.39792174,24.17743272,33.69673615,27.37901125,31.24599373,31.57905758,31.39804061,34.33875509,34.12576536,38.27188246,42.2902883,,,,,42.86315979,42.41403711,42.40961847,42.70709665,41.79275851,42.846844,42.43404388,41.99784604,42.02232512,43.45282603,42.94318769,42.41959738,44.04958391,47.21096569,51.26546398,50.95705266,54.82906746,56.62153089,60.75068886,49.42111753,51.91392542,48.84231781,47.79841135,48.30537014,47.39308628,58.95558776,55.75911406,50.94366435,
Grenada,GRD,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.131265078,8.159387531,9.622357563,8.626651413,7.942995558,7.562050349,7.996350284,8.267349957,9.41325711,10.51820438,10.93999551,13.39916061,12.98160949,14.57289228,12.87859126,13.03938308,13.22464977,12.6596651,11.87419514,12.62165573,12.85781092,12.74531113,13.17140048,13.03309622,13.28361103,12.73581077,12.79606526,12.89352552,12.98245084,13.12694888,14.9988412,13.33776577,14.08723804,
Guam,GUM,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High income,HIC,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,19.27980073,19.86392149,20.64917283,22.62044254,22.98700035,23.04268234,23.33195967,23.47433975,24.68724651,24.95973253,25.95452828,26.20738911,25.61477921,25.92467285,26.67221092,26.17076727,25.32110019,24.95545288,25.22224851,28.69995546,28.59225557,28.66905185,26.78487471,27.39309475,26.9720644,25.91663963,25.89554432,25.10499797,24.91461683,25.68589027,26.06789663,26.4130154,25.91702312,25.96480279,25.68408801,25.57729392,26.78321439,29.80911101,29.68314785,28.6442619,28.68466302,28.09386717,27.83899089,27.70400272,27.49410083,27.17266885,27.04799184,27.28608408,34.69288548,33.12132779,29.87595271,
"Hong Kong SAR, China",HKG,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,13.1693657,11.13424719,10.65248913,11.89946619,12.55563845,,,,,,,,,,,,,,,,,,,,,,,,,,,20.90257657,19.54129065,19.88158744,19.90821085,22.42385532,22.04700078,23.60761914,22.74800692,22.50415237,23.49926829,23.89384039,24.24191773,21.97608747,,,,,24.39244929,,,
Heavily indebted poor countries (HIPC),HPC,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.6558222,,15.85035446,14.97818566,15.11552268,14.91059033,14.92762238,15.26239572,14.31990525,,15.77820922,,,
Croatia,HRV,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.50996799,35.49394332,34.0431344,36.57679887,50.2345738,49.52903591,46.52706862,46.38480015,48.48965517,47.40521436,43.9413608,41.78972534,40.46317687,40.12522229,38.20165023,36.26410029,36.71189428,38.00845793,40.3487125,41.32917278,42.23036093,40.41792531,40.56790275,42.30586783,41.66362246,40.16222526,39.13739932,38.58780582,38.54515884,45.34013819,41.32869823,38.34822418,
Haiti,HTI,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,HUN,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,51.19547393,49.57652647,49.09414333,47.34450902,47.64502393,53.40385755,52.24471251,49.98549571,50.5612345,48.83761618,49.7553615,51.45356669,50.42489994,51.13101474,51.04706036,46.90044866,44.62858365,45.16943319,43.93702074,41.3571337,40.93949489,42.91749176,42.67112549,41.61034794,41.78729899,42.82996026,42.37514266,44.28885799,44.9999276,43.5272422,44.98183172,44.59972953,46.9322912,45.02151291,43.26979194,43.51684023,42.08182411,39.85114074,39.54605564,44.42728248,42.53878052,42.41695588,
IBRD only,IBD,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA & IBRD total,IBT,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA total,IDA,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA blend,IDB,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,IDN,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,10.42944785,11.31282021,13.23309675,13.27269132,12.91807561,12.27203627,12.4021806,13.26759385,13.54363559,13.75608492,13.55969721,13.37899742,12.58402753,13.64958911,14.65295053,11.89021679,11.23466625,11.57881074,12.721041,11.23762476,11.71020203,10.7096397,9.98483333,9.711029867,10.36280813,12.91961807,13.4296657,16.32916613,,,15.71344559,16.25792782,16.85393655,,,,18.44856509,15.3672984,14.01209717,15.0246574,15.61346492,15.37501988,15.9053659,14.50131829,14.87298421,14.2990291,14.81909636,14.49468875,16.5400276,15.5091628,15.80395085,
IDA only,IDX,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.83695617,14.22544389,,14.08262162,13.7939247,14.18481956,14.29835586,13.80463329,14.0845792,12.749159,13.53839446,14.85142481,14.37110251,,
Isle of Man,IMN,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,8.732911915,10.11237211,10.62936619,10.5053165,11.2699439,12.31444775,11.70247812,11.37603387,11.95987282,12.0777927,13.14295968,14.37894512,15.33863824,15.76721892,15.5195025,15.97153364,15.48421708,15.33897953,15.11647596,15.14510813,14.60328653,14.24572561,14.08071054,14.5974823,14.40763023,14.80403806,15.4104026,15.54562552,16.05294821,15.57759372,15.133483,15.17398359,15.18947956,15.25786002,17.22767043,16.85189271,16.50513595,14.4898394,16.1667124,16.63868255,14.80313764,15.12569036,15.27195003,15.61410992,15.66313192,15.80395085,14.2990291,16.5400276,15.27195003,
Not classified,INX,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,28.65911814,28.65307829,31.53039972,34.82405095,35.31683943,34.10194912,35.35666851,36.92360792,40.28994766,42.17221112,45.57790159,46.50053191,45.02562242,45.86466716,45.03469795,44.71425366,41.07610806,35.16969227,35.74205541,37.12487828,37.58219799,37.62976583,37.11573145,37.20854607,35.35851524,33.07404163,31.09597026,29.40919174,27.68928797,28.98008959,29.47455128,29.72546652,29.7186782,30.42536038,30.66194407,31.92811125,37.06952329,44.04375909,62.35973577,44.80598642,40.30448158,38.38906506,35.29532141,27.47427892,26.3319411,24.53076067,23.59623738,22.4550028,25.55970206,22.99654521,19.79140836,
"Iran, Islamic Rep.",IRN,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,20.76383129,18.47283835,33.07316575,34.07115954,29.42119897,27.96256955,29.27783572,25.89646494,27.35572262,27.17882401,22.99977806,20.319046,18.54621404,18.34192029,17.44262829,16.81618347,18.34926262,14.9958626,14.66729963,13.20431735,13.89205573,14.83137226,15.53835602,14.87712263,15.61048414,15.92132021,18.1678412,16.5807734,15.59062572,17.54633525,17.48590516,17.17553163,16.65291382,19.42024319,20.71788339,16.82576981,18.25101032,19.63738608,,,,,,,,,,,,,,
Iraq,IRQ,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.70901416,27.03093015,26.56002375,25.97498339,24.48342043,27.61213528,,,,
Iceland,ISL,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,22.8721172,23.70021249,26.84172888,26.37850097,22.51334706,22.50423605,23.58214882,24.64216041,22.85624887,23.36282212,24.32975332,25.83187219,23.19916167,25.15445723,27.89080431,26.72782414,29.80677341,31.3473376,29.42206086,30.66232148,31.0957946,30.32171968,30.05907471,30.24036831,29.91557064,27.20725106,29.30631869,29.88123605,29.34455354,29.57256739,30.44270333,31.93998099,30.51196483,33.30840014,32.6414473,32.36969753,50.8152764,41.65522591,37.96215176,38.45445824,37.06907142,34.65980353,34.33424356,32.21064469,35.48875659,31.45025466,30.86474435,31.07069713,37.03409741,35.25457589,33.09327352,
Israel,ISR,Expense (% of GDP),GC.XPN.TOTL.GD.ZS,,,,,,,,,,,,,38.17283089,52.80588325,51.24411672,53.99789359,56.72898491,58.94220215,53.14356525,59.78619546,62.4349982,64.71964564,61.9950843,74.68277192,75.73589203,58.15229427,50.04868631,47.23568664,41.45899374,42.23329813,42.39589518,30.44575699,39.26653322,37.5750065,36.79608822,38.83283293,40.02343776,39.52233023,39.28807999,38.80082755,40.34044477,42.42783553,45.80983102,41.36762207,40.06635648,39.37780011,38.35453213,37.00084606,37.58020951,38.13271197,36.71178573,36.22414376,36.36553578,36.19092607,34.89277096,34.40479829,34.39388535,35.49413143,35.71117079,35.02198578,41.47794242,38.22970076,35.20428912,
